id	source	langauge	query	souce_id	url	signature
956	leetcodeTitles	python	Keep Multiplying Found Values by Two	2154	https://leetcode.com/problems/keep-multiplying-found-values-by-two/	"def findFinalValue(self, nums, original):"
957	leetcodeTitles	python	Avoid Flood in The City	1488	https://leetcode.com/problems/avoid-flood-in-the-city/	"def avoidFlood(self, rains):"
958	leetcodeTitles	python	Solve the Equation	640	https://leetcode.com/problems/solve-the-equation/	"def solveEquation(self, equation):"
959	leetcodeTitles	python	Minimum Elements to Add to Form a Given Sum	1785	https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum/	"def minElements(self, nums, limit, goal):"
960	leetcodeTitles	python	Count the Hidden Sequences	2145	https://leetcode.com/problems/count-the-hidden-sequences/	"def numberOfArrays(self, differences, lower, upper):"
961	leetcodeTitles	python	Break a Palindrome	1328	https://leetcode.com/problems/break-a-palindrome/	"def breakPalindrome(self, palindrome):"
962	leetcodeTitles	python	Increasing Subsequences	491	https://leetcode.com/problems/increasing-subsequences/	"def findSubsequences(self, nums):"
963	leetcodeTitles	python	LRU Cache	146	https://leetcode.com/problems/lru-cache/	"def get(self, key):"
964	leetcodeTitles	python	Kth Smallest Element in a Sorted Matrix	378	https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/	"def kthSmallest(self, matrix, k):"
965	leetcodeTitles	python	Day of the Year	1154	https://leetcode.com/problems/day-of-the-year/	"def dayOfYear(self, date):"
966	leetcodeTitles	python	Triangle	120	https://leetcode.com/problems/triangle/	"def minimumTotal(self, triangle):"
967	leetcodeTitles	python	Grid Game	2017	https://leetcode.com/problems/grid-game/	"def gridGame(self, grid):"
968	leetcodeTitles	python	Longest Consecutive Sequence	128	https://leetcode.com/problems/longest-consecutive-sequence/	"def longestConsecutive(self, nums):"
969	leetcodeTitles	python	Excel Sheet Column Title	168	https://leetcode.com/problems/excel-sheet-column-title/	"def convertToTitle(self, columnNumber):"
970	leetcodeTitles	python	Contiguous Array	525	https://leetcode.com/problems/contiguous-array/	"def findMaxLength(self, nums):"
971	leetcodeTitles	python	Maximum Number of Coins You Can Get	1561	https://leetcode.com/problems/maximum-number-of-coins-you-can-get/	"def maxCoins(self, piles):"
972	leetcodeTitles	python	Lowest Common Ancestor of a Binary Search Tree	235	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/	"def lowestCommonAncestor(self, root, p, q):"
973	leetcodeTitles	python	Count Prefixes of a Given String	2255	https://leetcode.com/problems/count-prefixes-of-a-given-string/	"def countPrefixes(self, words, s):"
974	leetcodeTitles	python	Online Stock Span	901	https://leetcode.com/problems/online-stock-span/	"def next(self, price):"
975	leetcodeTitles	python	Reduce Array Size to The Half	1338	https://leetcode.com/problems/reduce-array-size-to-the-half/	"def minSetSize(self, arr):"
976	leetcodeTitles	python	Bag of Tokens	948	https://leetcode.com/problems/bag-of-tokens/	"def bagOfTokensScore(self, tokens, power):"
977	leetcodeTitles	python	Check if a Word Occurs As a Prefix of Any Word in a Sentence	1455	https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/	"def isPrefixOfWord(self, sentence, searchWord):"
978	leetcodeTitles	python	Count Lattice Points Inside a Circle	2249	https://leetcode.com/problems/count-lattice-points-inside-a-circle/	"def countLatticePoints(self, circles):"
979	leetcodeTitles	python	Sort Integers by The Power Value	1387	https://leetcode.com/problems/sort-integers-by-the-power-value/	"def getKth(self, lo, hi, k):"
980	leetcodeTitles	python	Move Zeroes	283	https://leetcode.com/problems/move-zeroes/	"def moveZeroes(self, nums):"
981	leetcodeTitles	python	Day of the Week	1185	https://leetcode.com/problems/day-of-the-week/	"def dayOfTheWeek(self, day, month, year):"
982	leetcodeTitles	python	Range Sum Query - Immutable	303	https://leetcode.com/problems/range-sum-query-immutable/	"def sumRange(self, left, right):"
983	leetcodeTitles	python	Max Consecutive Ones III	1004	https://leetcode.com/problems/max-consecutive-ones-iii/	"def longestOnes(self, nums, k):"
984	leetcodeTitles	python	Find the Difference of Two Arrays	2215	https://leetcode.com/problems/find-the-difference-of-two-arrays/	"def findDifference(self, nums1, nums2):"
985	leetcodeTitles	python	Minimum Number of Frogs Croaking	1419	https://leetcode.com/problems/minimum-number-of-frogs-croaking/	"def minNumberOfFrogs(self, croakOfFrogs):"
986	leetcodeTitles	python	Continuous Subarray Sum	523	https://leetcode.com/problems/continuous-subarray-sum/	"def checkSubarraySum(self, nums, k):"
987	leetcodeTitles	python	Shortest Completing Word	748	https://leetcode.com/problems/shortest-completing-word/	"def shortestCompletingWord(self, licensePlate, words):"
988	leetcodeTitles	python	Root Equals Sum of Children	2236	https://leetcode.com/problems/root-equals-sum-of-children/	"def checkTree(self, root):"
989	leetcodeTitles	python	Word Break	139	https://leetcode.com/problems/word-break/	"def wordBreak(self, s, wordDict):"
990	leetcodeTitles	python	Iterator for Combination	1286	https://leetcode.com/problems/iterator-for-combination/	"def next(self):"
991	leetcodeTitles	python	Range Addition II	598	https://leetcode.com/problems/range-addition-ii/	"def maxCount(self, m, n, ops):"
992	leetcodeTitles	python	Number of Subsequences That Satisfy the Given Sum Condition	1498	https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/	"def numSubseq(self, nums, target):"
993	leetcodeTitles	python	Power of Four	342	https://leetcode.com/problems/power-of-four/	"def isPowerOfFour(self, n):"
994	leetcodeTitles	python	Removing Minimum Number of Magic Beans	2172	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/	"def minimumRemoval(self, beans):"
995	leetcodeTitles	python	Distribute Coins in Binary Tree	979	https://leetcode.com/problems/distribute-coins-in-binary-tree/	"def distributeCoins(self, root):"
996	leetcodeTitles	python	Pascal's Triangle	118	https://leetcode.com/problems/pascals-triangle/	"def generate(self, numRows):"
997	leetcodeTitles	python	Find Elements in a Contaminated Binary Tree	1261	https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/	"def find(self, target):"
998	leetcodeTitles	python	Count Numbers with Unique Digits	357	https://leetcode.com/problems/count-numbers-with-unique-digits/	"def countNumbersWithUniqueDigits(self, n):"
999	leetcodeTitles	python	Circulat Array Loop	457	https://leetcode.com/problems/circular-array-loop/	"def circularArrayLoop(self, nums):"
1000	leetcodeTitles	python	Rearrange Spaces Between Words	1592	https://leetcode.com/problems/rearrange-spaces-between-words/	"def reorderSpaces(self, text):"
1001	leetcodeTitles	python	Count Square Submatrices with All Ones	1277	https://leetcode.com/problems/count-square-submatrices-with-all-ones/	"def countSquares(self, matrix):"
1002	leetcodeTitles	python	Count the Number of Consistent Strings	1684	https://leetcode.com/problems/count-the-number-of-consistent-strings/	"def countConsistentStrings(self, allowed, words):"
1003	leetcodeTitles	python	Count Triplets That Can Form Two Arrays of Equal XOR	1442	https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/	"def countTriplets(self, arr):"
1004	leetcodeTitles	python	Count Good Triplets	1534	https://leetcode.com/problems/count-good-triplets/	"def countGoodTriplets(self, arr, a, b, c):"
1005	leetcodeTitles	python	Count Largest Group	1399	https://leetcode.com/problems/count-largest-group/	"def countLargestGroup(self, n):"
1006	leetcodeTitles	python	Mirror Reflection	858	https://leetcode.com/problems/mirror-reflection/	"def mirrorReflection(self, p, q):"
1007	leetcodeTitles	python	Replace Words	648	https://leetcode.com/problems/replace-words/	"def replaceWords(self, dictionary, sentence):"
1008	leetcodeTitles	python	Rotate Array	189	https://leetcode.com/problems/rotate-array/	"def rotate(self, nums, k):"
1009	leetcodeTitles	python	Reformat Phone Number	1694	https://leetcode.com/problems/reformat-phone-number/	"def reformatNumber(self, number):"
1010	leetcodeTitles	python	Remove Duplicates from Sorted List	83	https://leetcode.com/problems/remove-duplicates-from-sorted-list/	"def deleteDuplicates(self, head):"
1011	leetcodeTitles	python	Coin Change	322	https://leetcode.com/problems/coin-change/	"def coinChange(self, coins, amount):"
1012	leetcodeTitles	python	Leaf-Similar Trees	872	https://leetcode.com/problems/leaf-similar-trees/	"def leafSimilar(self, root1, root2):"
1013	leetcodeTitles	python	Maximum Number of Words Found in Sentences	2114	https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/	"def mostWordsFound(self, sentences):"
1014	leetcodeTitles	python	Longest Word in Dictionary Through Deleting	524	https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/	"def findLongestWord(self, s, dictionary):"
1015	leetcodeTitles	python	Make Two Arrays Equal by Reversing Sub-arrays	1460	https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays/	"def canBeEqual(self, target, arr):"
1016	leetcodeTitles	python	Find Eventual Safe States	802	https://leetcode.com/problems/find-eventual-safe-states/	"def eventualSafeNodes(self, graph):"
1017	leetcodeTitles	python	Relative Ranks	506	https://leetcode.com/problems/relative-ranks/	"def findRelativeRanks(self, score):"
1018	leetcodeTitles	python	Number of Dice Rolls With Target Sum	1157	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/	"def numRollsToTarget(self, n, k, target):"
1019	leetcodeTitles	python	Largest Time for Given Digits	949	https://leetcode.com/problems/largest-time-for-given-digits/	"def largestTimeFromDigits(self, arr):"
1020	leetcodeTitles	python	Flood Fill	733	https://leetcode.com/problems/flood-fill/	"def floodFill(self, image, sr, sc, color):"
1021	leetcodeTitles	python	Flip String to Monotone Increasing	926	https://leetcode.com/problems/flip-string-to-monotone-increasing/	"def minFlipsMonoIncr(self, s):"
1022	leetcodeTitles	python	Spiral Matrix	54	https://leetcode.com/problems/spiral-matrix/	"def spiralOrder(self, matrix):"
1023	leetcodeTitles	python	Split Array into Fibonacci Sequence	842	https://leetcode.com/problems/split-array-into-fibonacci-sequence/	"def splitIntoFibonacci(self, num):"
1024	leetcodeTitles	python	Two Sum II - Input Array is Sorted	167	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/	"def twoSum(self, numbers, target):"
1025	leetcodeTitles	python	Water Bottles	1518	https://leetcode.com/problems/water-bottles/	"def numWaterBottles(self, numBottles, numExchange):"
1026	leetcodeTitles	python	Check if All A's Appears Before All B's	2124	https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/	"def checkString(self, s):"
1027	leetcodeTitles	python	Lemonae Change	860	https://leetcode.com/problems/lemonade-change/	"def lemonadeChange(self, bills):"
1028	leetcodeTitles	python	Squares of a Sorted Array	977	https://leetcode.com/problems/squares-of-a-sorted-array/	"def sortedSquares(self, nums):"
1029	leetcodeTitles	python	Smallest Range I	908	https://leetcode.com/problems/smallest-range-i/	"def smallestRangeI(self, nums, k):"
1030	leetcodeTitles	python	N-th Tribonacci Number	1137	https://leetcode.com/problems/n-th-tribonacci-number/	"def tribonacci(self, n):"
1031	leetcodeTitles	python	Number of Matching Subsequences	792	https://leetcode.com/problems/number-of-matching-subsequences/	"def numMatchingSubseq(self, s, words):"
1032	leetcodeTitles	python	Percentage of Letter in String	2278	https://leetcode.com/problems/percentage-of-letter-in-string/	"def percentageLetter(self, s, letter):"
1033	leetcodeTitles	python	Splitting a String Into Descending Consecutive Values	1849	https://leetcode.com/problems/splitting-a-string-into-descending-consecutive-values/	"def splitString(self, s):"
1034	leetcodeTitles	python	Merge Two Sorted Lists	21	https://leetcode.com/problems/merge-two-sorted-lists/	"def mergeTwoLists(self, list1, list2):"
1035	leetcodeTitles	python	Length of Last Word	58	https://leetcode.com/problems/length-of-last-word/	"def lengthOfLastWord(self, s):"
1036	leetcodeTitles	python	Pow(x, n)	50	https://leetcode.com/problems/powx-n/	"def myPow(self, x, n):"
1037	leetcodeTitles	python	Reconstruct Original Digits from English	423	https://leetcode.com/problems/reconstruct-original-digits-from-english/	"def originalDigits(self, s):"
1038	leetcodeTitles	python	Maximum Length of Subarray With Positive Product	1567	https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product/	"def getMaxLen(self, nums):"
1039	leetcodeTitles	python	N-ary Tree Postorder Traversal	590	https://leetcode.com/problems/n-ary-tree-postorder-traversal/	"def postorder(self, root):"
1040	leetcodeTitles	python	Removing Minimum Number of Magic Beans	2171	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/	"def minimumRemoval(self, beans):"
1041	leetcodeTitles	python	Minimum Limit of Balls in a Bag	1760	https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/	"def minimumSize(self, nums, maxOperations):"
1042	leetcodeTitles	python	4Sum	18	https://leetcode.com/problems/4sum/	"def fourSum(self, nums, target):"
1043	leetcodeTitles	python	Maximum Split of Positive Even Integers	2178	https://leetcode.com/problems/maximum-split-of-positive-even-integers/	"def maximumEvenSplit(self, finalSum):"
1044	leetcodeTitles	python	Odd Even Linked List	328	https://leetcode.com/problems/odd-even-linked-list/	"def oddEvenList(self, head):"
1045	leetcodeTitles	python	Clone Graph	133	https://leetcode.com/problems/clone-graph/	"def cloneGraph(self, node):"
1046	leetcodeTitles	python	Binary Tree Level Order Traversal II	107	https://leetcode.com/problems/binary-tree-level-order-traversal-ii/	"def levelOrderBottom(self, root):"
1047	leetcodeTitles	python	Build Array from Permutation	1920	https://leetcode.com/problems/build-array-from-permutation/	"def buildArray(self, nums):"
1048	leetcodeTitles	python	Student Attendance Record I	551	https://leetcode.com/problems/student-attendance-record-i/	"def checkRecord(self, s):"
1049	leetcodeTitles	python	Encode and Decode Tiny URL	535	https://leetcode.com/problems/encode-and-decode-tinyurl/	"def encode(self, longUrl):"
1050	leetcodeTitles	python	Get Watched Videos by Your Friends	1311	https://leetcode.com/problems/get-watched-videos-by-your-friends/	"def watchedVideosByFriends(self, watchedVideos, friends, id, level):"
1051	leetcodeTitles	python	Prime Arangements	1175	https://leetcode.com/problems/prime-arrangements/	"def numPrimeArrangements(self, n):"
