id	source	language	query	source_id	url
1431	leetcodeTitles	java	Build Array from Permutation	1920	https://leetcode.com/problems/build-array-from-permutation/
1432	leetcodeTitles	java	Student Attendance Record I	551	https://leetcode.com/problems/student-attendance-record-i/
1433	leetcodeTitles	java	Encode and Decode Tiny URL	535	https://leetcode.com/problems/encode-and-decode-tinyurl/
1434	leetcodeTitles	java	Get Watched Videos by Your Friends	1311	https://leetcode.com/problems/get-watched-videos-by-your-friends/
1435	leetcodeTitles	java	Prime Arangements	1175	https://leetcode.com/problems/prime-arrangements/
1436	leetcodeTitles	java	Middle of the Linked List	876	https://leetcode.com/problems/middle-of-the-linked-list/
1437	leetcodeTitles	java	Count Number of Maximum Bitwise-OR Subsets	2044	https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/
1438	leetcodeTitles	java	Mean of Array After Removing Some Elements	1619	https://leetcode.com/problems/mean-of-array-after-removing-some-elements/
1439	leetcodeTitles	java	Throne Inheritance	1600	https://leetcode.com/problems/throne-inheritance/
1440	leetcodeTitles	java	Integer Break	343	https://leetcode.com/problems/integer-break/
1441	leetcodeTitles	java	Daily Temperatura	739	https://leetcode.com/problems/daily-temperatures/
1442	leetcodeTitles	java	Decrease Elements To Make Array Zigzag	1144	https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/
1443	leetcodeTitles	java	Count Unhappy Friends	1583	https://leetcode.com/problems/count-unhappy-friends/
1444	leetcodeTitles	java	Find N Unique Integers Sum up to Zero	1304	https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/
1445	leetcodeTitles	java	Delete Node in a BST	450	https://leetcode.com/problems/delete-node-in-a-bst/
1446	leetcodeTitles	java	Number of Segments in a String	434	https://leetcode.com/problems/number-of-segments-in-a-string/
1447	leetcodeTitles	java	Count Special Quadruplets	1995	https://leetcode.com/problems/count-special-quadruplets/
1448	leetcodeTitles	java	Valid Palindrome	125	https://leetcode.com/problems/valid-palindrome/
1449	leetcodeTitles	java	Remove Outermost Parentheses	1021	https://leetcode.com/problems/remove-outermost-parentheses/
1450	leetcodeTitles	java	Minimum Time to Type Word Using Special Typewriter	1974	https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/
1451	leetcodeTitles	java	Append K Integers With Minimal Sum	2195	https://leetcode.com/problems/append-k-integers-with-minimal-sum/
1452	leetcodeTitles	java	Maximum Depth of Binary Tree	1993	https://leetcode.com/problems/operations-on-tree/
1453	leetcodeTitles	java	Maximum Earnings From Taxi	2008	https://leetcode.com/problems/maximum-earnings-from-taxi/
1454	leetcodeTitles	java	Bitwise AND of Numbers Range	201	https://leetcode.com/problems/bitwise-and-of-numbers-range/
1455	leetcodeTitles	java	Next Greater Numerically Balanced Number	2048	https://leetcode.com/problems/next-greater-numerically-balanced-number/
1456	leetcodeTitles	java	Number of Ways to Buy Pens and Pencils	2240	https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/
1457	leetcodeTitles	java	Maximum Number of Consecutive Values You Can Make	1798	https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/
1458	leetcodeTitles	java	Rotate List	61	https://leetcode.com/problems/rotate-list/
1459	leetcodeTitles	java	Find Three Consecutive Integers That Sum to a Given Number	2177	https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/
1460	leetcodeTitles	java	Jump Game VI	1696	https://leetcode.com/problems/jump-game-vi/
1461	leetcodeTitles	java	Merge Strings Alternately	1768	https://leetcode.com/problems/merge-strings-alternately/
1462	leetcodeTitles	java	Minimum Value to Get Positive Step by Step Sum	1413	https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/
1463	leetcodeTitles	java	Count Equal and Divisible Pairs in an Array	2176	https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/
1464	leetcodeTitles	java	Minimum Moves to Equal Array Elements II	462	https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/
1465	leetcodeTitles	java	Greatest English Letter in Upper and Lower Case	2309	https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/
1466	leetcodeTitles	java	Next Greater Element II	503	https://leetcode.com/problems/next-greater-element-ii/
1467	leetcodeTitles	java	Majority Element II	229	https://leetcode.com/problems/majority-element-ii/
1468	leetcodeTitles	java	Count Common Words With One Occurence	2085	https://leetcode.com/problems/count-common-words-with-one-occurrence/
1469	leetcodeTitles	java	Occurences After Bigram	1078	https://leetcode.com/problems/occurrences-after-bigram/
1470	leetcodeTitles	java	Array of Doubled Pairs	954	https://leetcode.com/problems/array-of-doubled-pairs/
1471	leetcodeTitles	java	Reverse Words in a String III	557	https://leetcode.com/problems/reverse-words-in-a-string-iii/
1472	leetcodeTitles	java	Prime Number of Set Bits in Binary Representation	762	https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/
1473	leetcodeTitles	java	Sort Array By Parity	905	https://leetcode.com/problems/sort-array-by-parity/
1474	leetcodeTitles	java	Shortest Subarray to be Removed to Make Array Sorted	1574	https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted/
1475	leetcodeTitles	java	Check if Array Is Sorted and Rotated	1752	https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
1476	leetcodeTitles	java	Check if Binary String Has at Most One Segment of Ones	1784	https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones/
1477	leetcodeTitles	java	Count Sample Sum Triples	1925	https://leetcode.com/problems/count-square-sum-triples/
1478	leetcodeTitles	java	Palindrome Number	9	https://leetcode.com/problems/palindrome-number/
1479	leetcodeTitles	java	Valid Anagram	242	https://leetcode.com/problems/valid-anagram/
1480	leetcodeTitles	java	Powerful Integers	970	https://leetcode.com/problems/powerful-integers/
1481	leetcodeTitles	java	Number of Subarrays with Bounded Maximum	795	https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
1482	leetcodeTitles	java	Longest Palindromic Subsequence	516	https://leetcode.com/problems/longest-palindromic-subsequence/
1483	leetcodeTitles	java	Decompress Run-Length Encoded List	1313	https://leetcode.com/problems/decompress-run-length-encoded-list/
1484	leetcodeTitles	java	Delete Node in a Linked List	237	https://leetcode.com/problems/delete-node-in-a-linked-list/
1485	leetcodeTitles	java	Minimum Operations to Halve Array Sum	2208	https://leetcode.com/problems/minimum-operations-to-halve-array-sum/
1486	leetcodeTitles	java	Fraction to Recurring Decimal	166	https://leetcode.com/problems/fraction-to-recurring-decimal/
1487	leetcodeTitles	java	Add to Array-Form of Integer	989	https://leetcode.com/problems/add-to-array-form-of-integer/
1488	leetcodeTitles	java	Sqrt(x)	69	https://leetcode.com/problems/sqrtx/
1489	leetcodeTitles	java	Average of Levels in Binary Tree	637	https://leetcode.com/problems/average-of-levels-in-binary-tree/
1490	leetcodeTitles	java	Reorganize String	767	https://leetcode.com/problems/reorganize-string/
1491	leetcodeTitles	java	Power of Two	231	https://leetcode.com/problems/power-of-two/
1492	leetcodeTitles	java	Check if the Sentence is Pangram	1832	https://leetcode.com/problems/check-if-the-sentence-is-pangram/
1493	leetcodeTitles	java	Intersection of Two Arrays II	350	https://leetcode.com/problems/intersection-of-two-arrays-ii/
1494	leetcodeTitles	java	Successful Pairs of Spells and Potions	2300	https://leetcode.com/problems/successful-pairs-of-spells-and-potions/
1495	leetcodeTitles	java	Convert Number to Hexadecimal	405	https://leetcode.com/problems/convert-a-number-to-hexadecimal/
1496	leetcodeTitles	java	Jewels and Stones	771	https://leetcode.com/problems/jewels-and-stones/
1497	leetcodeTitles	java	Subtree of Another Tree	572	https://leetcode.com/problems/subtree-of-another-tree//
1498	leetcodeTitles	java	Minimum Difference Between Highest and Lowest of K Scores	1984	https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
1499	leetcodeTitles	java	Number of Days Between Two Dates	1360	https://leetcode.com/problems/number-of-days-between-two-dates/
1500	leetcodeTitles	java	House Robber	198	https://leetcode.com/problems/house-robber/
1501	leetcodeTitles	java	Super Ugly Number	313	https://leetcode.com/problems/super-ugly-number/
1502	leetcodeTitles	java	Maximum Square	221	https://leetcode.com/problems/maximal-square/
1503	leetcodeTitles	java	Maximum XOR of Two Numbers in an Array	421	https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
1504	leetcodeTitles	java	Maximum Subarray	53	https://leetcode.com/problems/maximum-subarray/
1505	leetcodeTitles	java	Shuffle String	1528	https://leetcode.com/problems/shuffle-string/
1506	leetcodeTitles	java	Reverse Substrings Between Each Pair of Parentheses	1190	https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/
1507	leetcodeTitles	java	Minimum Falling Path Sum	931	https://leetcode.com/problems/minimum-falling-path-sum/
1508	leetcodeTitles	java	Check If All 1's Are at Least Length K Places Away	1437	https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/
1509	leetcodeTitles	java	Maximum Length of Pair Chain	646	https://leetcode.com/problems/maximum-length-of-pair-chain/
1510	leetcodeTitles	java	Array Partition	561	https://leetcode.com/problems/array-partition/
1511	leetcodeTitles	java	Contains Duplicate II	219	https://leetcode.com/problems/contains-duplicate-ii/
1512	leetcodeTitles	java	Determine Whether Matrix Can Be Obtained By Rotation	1886	https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation/
1513	leetcodeTitles	java	Count Submatrices With All Ones	1504	https://leetcode.com/problems/count-submatrices-with-all-ones/
1514	leetcodeTitles	java	Pseudo-Palindromic Paths in a Binary Tree	1457	https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/
1515	leetcodeTitles	java	Univalued Binary Tree	965	https://leetcode.com/problems/univalued-binary-tree/
1516	leetcodeTitles	java	Destroying Asteroids	2126	https://leetcode.com/problems/destroying-asteroids/
1517	leetcodeTitles	java	Subsets II	90	https://leetcode.com/problems/subsets-ii/
1518	leetcodeTitles	java	Find Words That Can Be Formed by Characters	1160	https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/
1519	leetcodeTitles	java	Longest Increasing Subsequence	300	https://leetcode.com/problems/longest-increasing-subsequence/
1520	leetcodeTitles	java	Subarray Sums Divisible by K	974	https://leetcode.com/problems/subarray-sums-divisible-by-k/
1521	leetcodeTitles	java	Minimum Absolute Difference in BST	530	https://leetcode.com/problems/minimum-absolute-difference-in-bst/
1522	leetcodeTitles	java	Largest Number At Least Twice of Others	747	https://leetcode.com/problems/largest-number-at-least-twice-of-others/
1523	leetcodeTitles	java	To Lower Case	709	https://leetcode.com/problems/to-lower-case/
1524	leetcodeTitles	java	Running Sum of 1d Array	1480	https://leetcode.com/problems/running-sum-of-1d-array/
1525	leetcodeTitles	java	Thousand Separator	1556	https://leetcode.com/problems/thousand-separator/
1526	leetcodeTitles	java	The kth Factor of n	1492	https://leetcode.com/problems/the-kth-factor-of-n/
1527	leetcodeTitles	java	Binary Tree Paths	257	https://leetcode.com/problems/binary-tree-paths/
1528	leetcodeTitles	java	Number of Islands	200	https://leetcode.com/problems/number-of-islands/
1529	leetcodeTitles	java	Sequential Digits	1291	https://leetcode.com/problems/sequential-digits/
1530	leetcodeTitles	java	Longest Univalue Path	687	https://leetcode.com/problems/longest-univalue-path/
1531	leetcodeTitles	java	Minimum Operations to Reduce X to Zero	1658	https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
1532	leetcodeTitles	java	Shortest Unsorted Continuous Subarray	581	https://leetcode.com/problems/shortest-unsorted-continuous-subarray/
1533	leetcodeTitles	java	Reverse String	344	https://leetcode.com/problems/reverse-string/
1534	leetcodeTitles	java	Find Bottom Left Tree Value	513	https://leetcode.com/problems/find-bottom-left-tree-value/
1535	leetcodeTitles	java	Minimum Time Difference	539	https://leetcode.com/problems/minimum-time-difference/
1536	leetcode	python	Given two strings s and t, return true if t is an anagram of s, and false otherwise.	242	https://leetcode.com/problems/valid-anagram/
1537	leetcode	python	There are n rooms labeled from 0 to n - 1 and all the rooms are locked except for room 0. Your goal is to visit all the rooms.	841	https://leetcode.com/problems/keys-and-rooms/
1538	leetcode	python	The complement of an integer is the integer you get when you flip all the 0's to 1's and all the 1's to 0's in its binary representation.	1009	https://leetcode.com/problems/complement-of-base-10-integer/
1539	leetcode	python	Given the head of a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list. Return the linked list sorted as well.	82	https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/
1540	leetcode	python	Given an integer rowIndex, return the rowIndexth (0-indexed) row of the Pascal's triangle.	119	https://leetcode.com/problems/pascals-triangle-ii/
1541	leetcode	python	You are given a stream of records about a particular stock. Each record contains a timestamp and the corresponding price of the stock at that timestamp.	2034	https://leetcode.com/problems/stock-price-fluctuation/
1542	leetcode	python	You are given a positive integer n representing the number of nodes of a Directed Acyclic Graph (DAG). The nodes are numbered from 0 to n - 1 (inclusive).	2192	https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/
1543	leetcode	python	Given an array of positive integers nums, remove the smallest subarray (possibly empty) such that the sum of the remaining elements is divisible by p.	1590	https://leetcode.com/problems/make-sum-divisible-by-p/
1544	leetcode	python	Given the radius and the position of the center of a circle, implement the function randPoint which generates a uniform random point inside the circle.	478	https://leetcode.com/problems/generate-random-point-in-a-circle/
1545	leetcode	python	Given two numbers arr1 and arr2 in base -2, return the result of adding them together.	1073	https://leetcode.com/problems/adding-two-negabinary-numbers/
1546	leetcode	python	You are given the head of a linked list containing unique integer values and an integer array nums that is a subset of the linked list values.	817	https://leetcode.com/problems/linked-list-components/
1547	leetcode	python	Given the array orders, which represents the orders that customers have done in a restaurant.	1418	https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/
1548	leetcode	python	You are given a large sample of integers in the range [0, 255].	1093	https://leetcode.com/problems/statistics-from-a-large-sample/
