id	source	langauge	query	souce_id	url
1288	leetcodeTitles	java	Construct the Rectangle	492	https://leetcode.com/problems/construct-the-rectangle/
1289	leetcodeTitles	java	Cheapest Flights Within K Stops	787	https://leetcode.com/problems/cheapest-flights-within-k-stops/
1290	leetcodeTitles	java	Group Anagrams	49	https://leetcode.com/problems/group-anagrams/
1291	leetcodeTitles	java	Single Element in a Sorted Array	540	https://leetcode.com/problems/single-element-in-a-sorted-array/
1292	leetcodeTitles	java	Most Visited Sector in a Circular Track	1560	https://leetcode.com/problems/most-visited-sector-in-a-circular-track/
1293	leetcodeTitles	java	Add Strings	415	https://leetcode.com/problems/add-strings/
1294	leetcodeTitles	java	Design Bitset	2166	https://leetcode.com/problems/design-bitset/
1295	leetcodeTitles	java	Out of Boundary Paths	576	https://leetcode.com/problems/out-of-boundary-paths/
1296	leetcodeTitles	java	Check if N and Its Double Exist	1346	https://leetcode.com/problems/check-if-n-and-its-double-exist/
1297	leetcodeTitles	java	Get Equal Substrings Within Budget	1208	https://leetcode.com/problems/get-equal-substrings-within-budget/
1298	leetcodeTitles	java	Number of Restricted Paths From First to Last Node	1786	https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/
1299	leetcodeTitles	java	Unique Paths	62	https://leetcode.com/problems/unique-paths/
1300	leetcodeTitles	java	Combination Sum II	40	https://leetcode.com/problems/combination-sum-ii/
1301	leetcodeTitles	java	Find Target Indices After Sorting Array	2089	https://leetcode.com/problems/find-target-indices-after-sorting-array/
1302	leetcodeTitles	java	Add Binary	67	https://leetcode.com/problems/add-binary/
1303	leetcodeTitles	java	Permutations	46	https://leetcode.com/problems/permutations/
1304	leetcodeTitles	java	Even Odd Tree	1609	https://leetcode.com/problems/even-odd-tree/
1305	leetcodeTitles	java	Broken Calculator	991	https://leetcode.com/problems/broken-calculator/
1306	leetcodeTitles	java	Kth Distinct String in an Array	2053	https://leetcode.com/problems/kth-distinct-string-in-an-array/
1307	leetcodeTitles	java	Find if Path Exists in Graph	1971	https://leetcode.com/problems/find-if-path-exists-in-graph/
1308	leetcodeTitles	java	Excel Sheet Column Number	171	https://leetcode.com/problems/excel-sheet-column-number/
1309	leetcodeTitles	java	Two Sum IV - Input a BST	653	https://leetcode.com/problems/two-sum-iv-input-is-a-bst/
1310	leetcodeTitles	java	Matrix Cells in Distance Order	1030	https://leetcode.com/problems/matrix-cells-in-distance-order/
1311	leetcodeTitles	java	Plates Between Candles	2055	https://leetcode.com/problems/plates-between-candles/
1312	leetcodeTitles	java	Reorder List	143	https://leetcode.com/problems/reorder-list/
1313	leetcodeTitles	java	Restore IP Addresses	93	https://leetcode.com/problems/restore-ip-addresses/
1314	leetcodeTitles	java	Count Primes	204	https://leetcode.com/problems/count-primes/
1315	leetcodeTitles	java	Number of Nodes in the Sub-Tree With the Same Label	1519	https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/
1316	leetcodeTitles	java	Maximum Product of Two Elements in an Array	1464	https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/
1317	leetcodeTitles	java	Most Frequent Subtree Sum	508	https://leetcode.com/problems/most-frequent-subtree-sum/
1318	leetcodeTitles	java	Best Time to Buy and Sell Stock	121	https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
1319	leetcodeTitles	java	Nim Game	292	https://leetcode.com/problems/nim-game/
1320	leetcodeTitles	java	Number of People Aware of a Secret	2327	https://leetcode.com/problems/number-of-people-aware-of-a-secret/
1321	leetcodeTitles	java	Champagne Tower	799	https://leetcode.com/problems/champagne-tower/
1322	leetcodeTitles	java	Remove Palindromic Subsequences	1332	https://leetcode.com/problems/remove-palindromic-subsequences/
1323	leetcodeTitles	java	Delete Columns to Make Sorted II	955	https://leetcode.com/problems/delete-columns-to-make-sorted-ii/
1324	leetcodeTitles	java	Integer Replacement	397	https://leetcode.com/problems/integer-replacement/
1325	leetcodeTitles	java	Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	1438	https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/
1326	leetcodeTitles	java	Sort Array By Parity II	922	https://leetcode.com/problems/sort-array-by-parity-ii/
1327	leetcodeTitles	java	Maximum Product Subarray	152	https://leetcode.com/problems/maximum-product-subarray/
1328	leetcodeTitles	java	Beautiful Array	932	https://leetcode.com/problems/beautiful-array/
1329	leetcodeTitles	java	Widest Vertical Area Between Two Points Containing No Points	1637	https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/
1330	leetcodeTitles	java	Final Value of Variable After Performing Operations	2011	https://leetcode.com/problems/final-value-of-variable-after-performing-operations/
1331	leetcodeTitles	java	Find the Minimum and Maximum Number of Nodes Between Critical Points	2058	https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/
1332	leetcodeTitles	java	Minimum Operations to Make the Array Alternating	2170	https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/
1333	leetcodeTitles	java	Execution of All Suffix Instructions Staying in a Grid	2120	https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid/
1334	leetcodeTitles	java	Remove Digit From Number to Maximize Result	2259	https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/
1335	leetcodeTitles	java	Intersection of Two Linked Lists	160	https://leetcode.com/problems/intersection-of-two-linked-lists/
1336	leetcodeTitles	java	Kth Missing Positive Number	1539	https://leetcode.com/problems/kth-missing-positive-number/
1337	leetcodeTitles	java	Largest Perimeter Triangle	976	https://leetcode.com/problems/largest-perimeter-triangle/
1338	leetcodeTitles	java	Apply Discount Every n Orders	1357	https://leetcode.com/problems/apply-discount-every-n-orders/
1339	leetcodeTitles	java	Partition to K Equal Sum Subsets	698	https://leetcode.com/problems/partition-to-k-equal-sum-subsets/
1340	leetcodeTitles	java	Minimum Cost Homecoming of a Robot in a Grid	2087	https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/
1341	leetcodeTitles	java	Number of Ways to Split Array	2270	https://leetcode.com/problems/number-of-ways-to-split-array/
1342	leetcodeTitles	java	Keep Multiplying Found Values by Two	2154	https://leetcode.com/problems/keep-multiplying-found-values-by-two/
1343	leetcodeTitles	java	Avoid Flood in The City	1488	https://leetcode.com/problems/avoid-flood-in-the-city/
1344	leetcodeTitles	java	Solve the Equation	640	https://leetcode.com/problems/solve-the-equation/
1345	leetcodeTitles	java	Minimum Elements to Add to Form a Given Sum	1785	https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum/
1346	leetcodeTitles	java	Count the Hidden Sequences	2145	https://leetcode.com/problems/count-the-hidden-sequences/
1347	leetcodeTitles	java	Break a Palindrome	1328	https://leetcode.com/problems/break-a-palindrome/
1348	leetcodeTitles	java	Increasing Subsequences	491	https://leetcode.com/problems/increasing-subsequences/
1349	leetcodeTitles	java	LRU Cache	146	https://leetcode.com/problems/lru-cache/
1350	leetcodeTitles	java	Kth Smallest Element in a Sorted Matrix	378	https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/
1351	leetcodeTitles	java	Day of the Year	1154	https://leetcode.com/problems/day-of-the-year/
1352	leetcodeTitles	java	Triangle	120	https://leetcode.com/problems/triangle/
1353	leetcodeTitles	java	Grid Game	2017	https://leetcode.com/problems/grid-game/
1354	leetcodeTitles	java	Longest Consecutive Sequence	128	https://leetcode.com/problems/longest-consecutive-sequence/
1355	leetcodeTitles	java	Excel Sheet Column Title	168	https://leetcode.com/problems/excel-sheet-column-title/
1356	leetcodeTitles	java	Contiguous Array	525	https://leetcode.com/problems/contiguous-array/
1357	leetcodeTitles	java	Maximum Number of Coins You Can Get	1561	https://leetcode.com/problems/maximum-number-of-coins-you-can-get/
1358	leetcodeTitles	java	Lowest Common Ancestor of a Binary Search Tree	235	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/
1359	leetcodeTitles	java	Count Prefixes of a Given String	2255	https://leetcode.com/problems/count-prefixes-of-a-given-string/
1360	leetcodeTitles	java	Online Stock Span	901	https://leetcode.com/problems/online-stock-span/
1361	leetcodeTitles	java	Reduce Array Size to The Half	1338	https://leetcode.com/problems/reduce-array-size-to-the-half/
1362	leetcodeTitles	java	Bag of Tokens	948	https://leetcode.com/problems/bag-of-tokens/
1363	leetcodeTitles	java	Check if a Word Occurs As a Prefix of Any Word in a Sentence	1455	https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/
1364	leetcodeTitles	java	Count Lattice Points Inside a Circle	2249	https://leetcode.com/problems/count-lattice-points-inside-a-circle/
1365	leetcodeTitles	java	Sort Integers by The Power Value	1387	https://leetcode.com/problems/sort-integers-by-the-power-value/
1366	leetcodeTitles	java	Move Zeroes	283	https://leetcode.com/problems/move-zeroes/
1367	leetcodeTitles	java	Day of the Week	1185	https://leetcode.com/problems/day-of-the-week/
1368	leetcodeTitles	java	Range Sum Query - Immutable	303	https://leetcode.com/problems/range-sum-query-immutable/
1369	leetcodeTitles	java	Max Consecutive Ones III	1004	https://leetcode.com/problems/max-consecutive-ones-iii/
1370	leetcodeTitles	java	Find the Difference of Two Arrays	2215	https://leetcode.com/problems/find-the-difference-of-two-arrays/
1371	leetcodeTitles	java	Minimum Number of Frogs Croaking	1419	https://leetcode.com/problems/minimum-number-of-frogs-croaking/
1372	leetcodeTitles	java	Continuous Subarray Sum	523	https://leetcode.com/problems/continuous-subarray-sum/
1373	leetcodeTitles	java	Shortest Completing Word	748	https://leetcode.com/problems/shortest-completing-word/
1374	leetcodeTitles	java	Root Equals Sum of Children	2236	https://leetcode.com/problems/root-equals-sum-of-children/
1375	leetcodeTitles	java	Word Break	139	https://leetcode.com/problems/word-break/
1376	leetcodeTitles	java	Iterator for Combination	1286	https://leetcode.com/problems/iterator-for-combination/
1377	leetcodeTitles	java	Range Addition II	598	https://leetcode.com/problems/range-addition-ii/
1378	leetcodeTitles	java	Number of Subsequences That Satisfy the Given Sum Condition	1498	https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/
1379	leetcodeTitles	java	Power of Four	342	https://leetcode.com/problems/power-of-four/
1380	leetcodeTitles	java	Removing Minimum Number of Magic Beans	2172	https://leetcode.com/problems/removing-minimum-number-of-magic-beans/
1381	leetcodeTitles	java	Distribute Coins in Binary Tree	979	https://leetcode.com/problems/distribute-coins-in-binary-tree/
1382	leetcodeTitles	java	Pascal's Triangle	118	https://leetcode.com/problems/pascals-triangle/
1383	leetcodeTitles	java	Find Elements in a Contaminated Binary Tree	1261	https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/
1384	leetcodeTitles	java	Count Numbers with Unique Digits	357	https://leetcode.com/problems/count-numbers-with-unique-digits/
1385	leetcodeTitles	java	Circulat Array Loop	457	https://leetcode.com/problems/circular-array-loop/
1386	leetcodeTitles	java	Rearrange Spaces Between Words	1592	https://leetcode.com/problems/rearrange-spaces-between-words/
1387	leetcodeTitles	java	Count Square Submatrices with All Ones	1277	https://leetcode.com/problems/count-square-submatrices-with-all-ones/
1388	leetcodeTitles	java	Count the Number of Consistent Strings	1684	https://leetcode.com/problems/count-the-number-of-consistent-strings/
1389	leetcodeTitles	java	Count Triplets That Can Form Two Arrays of Equal XOR	1442	https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/
1390	leetcodeTitles	java	Count Good Triplets	1534	https://leetcode.com/problems/count-good-triplets/
1391	leetcodeTitles	java	Count Largest Group	1399	https://leetcode.com/problems/count-largest-group/
1392	leetcodeTitles	java	Mirror Reflection	858	https://leetcode.com/problems/mirror-reflection/
1393	leetcodeTitles	java	Replace Words	648	https://leetcode.com/problems/replace-words/
1394	leetcodeTitles	java	Rotate Array	189	https://leetcode.com/problems/rotate-array/
1395	leetcodeTitles	java	Reformat Phone Number	1694	https://leetcode.com/problems/reformat-phone-number/
1396	leetcodeTitles	java	Coin Change	322	https://leetcode.com/problems/coin-change/
1397	leetcodeTitles	java	Leaf-Similar Trees	872	https://leetcode.com/problems/leaf-similar-trees/
1398	leetcodeTitles	java	Maximum Number of Words Found in Sentences	2114	https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/
1399	leetcodeTitles	java	Longest Word in Dictionary Through Deleting	524	https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/
1400	leetcodeTitles	java	Make Two Arrays Equal by Reversing Sub-arrays	1460	https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays/
1401	leetcodeTitles	java	Find Eventual Safe States	802	https://leetcode.com/problems/find-eventual-safe-states/
1402	leetcodeTitles	java	Relative Ranks	506	https://leetcode.com/problems/relative-ranks/
1403	leetcodeTitles	java	Number of Dice Rolls With Target Sum	1157	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
1404	leetcodeTitles	java	Largest Time for Given Digits	949	https://leetcode.com/problems/largest-time-for-given-digits/
1405	leetcodeTitles	java	Flood Fill	733	https://leetcode.com/problems/flood-fill/
1406	leetcodeTitles	java	Flip String to Monotone Increasing	926	https://leetcode.com/problems/flip-string-to-monotone-increasing/
1407	leetcodeTitles	java	Find Kth Bit in Nth Binary String	1545	https://leetcode.com/problems/find-kth-bit-in-nth-binary-string/
1408	leetcodeTitles	java	Spiral Matrix	54	https://leetcode.com/problems/spiral-matrix/
1409	leetcodeTitles	java	Split Array into Fibonacci Sequence	842	https://leetcode.com/problems/split-array-into-fibonacci-sequence/
1410	leetcodeTitles	java	Two Sum II - Input Array is Sorted	167	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/
1411	leetcodeTitles	java	Water Bottles	1518	https://leetcode.com/problems/water-bottles/
1412	leetcodeTitles	java	Check if All A's Appears Before All B's	2124	https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/
1413	leetcodeTitles	java	Lemonae Change	860	https://leetcode.com/problems/lemonade-change/
1414	leetcodeTitles	java	Squares of a Sorted Array	977	https://leetcode.com/problems/squares-of-a-sorted-array/
